size,SPD,EOOD,EOOP,DI,ACC,SPD_mean,EOOD_mean,EOOP_mean,DI_mean,ACC_mean
5%,nan,nan,nan,nan,0.6666666666666666
5%,nan,nan,nan,nan,0.3333333333333333
5%,nan,nan,nan,nan,0.6666666666666666
5%,nan,nan,nan,nan,0.6666666666666666
5%,nan,nan,nan,nan,0.6666666666666666,nan,nan,nan,nan,0.5999999999999999
10%,nan,nan,nan,nan,0.5
10%,nan,nan,nan,nan,0.5
10%,nan,nan,nan,nan,0.3333333333333333
10%,nan,nan,nan,nan,0.3333333333333333
10%,nan,nan,nan,nan,0.3333333333333333,nan,nan,nan,nan,0.39999999999999997
15%,0.0,nan,0.0,nan,0.3333333333333333
15%,0.0,nan,0.0,nan,0.3333333333333333
15%,nan,nan,nan,nan,0.5555555555555556
15%,nan,nan,nan,nan,0.5555555555555556
15%,nan,nan,nan,nan,0.6666666666666666,nan,nan,nan,nan,0.48888888888888893
20%,nan,nan,nan,nan,0.5833333333333334
20%,0.0,nan,0.0,nan,0.5
20%,nan,nan,nan,nan,0.4166666666666667
20%,nan,nan,nan,nan,0.4166666666666667
20%,nan,nan,nan,nan,0.6666666666666666,nan,nan,nan,nan,0.5166666666666667
25%,0.0,nan,0.0,nan,0.4666666666666667
25%,nan,nan,nan,nan,0.4666666666666667
25%,0.0,nan,0.0,nan,0.5333333333333333
25%,0.0,nan,0.0,nan,0.5333333333333333
25%,nan,nan,nan,nan,0.3333333333333333,nan,nan,nan,nan,0.4666666666666667
30%,0.0,nan,0.0,nan,0.4444444444444444
30%,0.0,nan,0.0,nan,0.3888888888888889
30%,0.0,nan,0.0,nan,0.5
30%,0.0,nan,0.0,nan,0.4444444444444444
30%,nan,nan,nan,nan,0.6666666666666666,nan,nan,nan,nan,0.4888888888888888
35%,0.0,nan,0.0,nan,0.47619047619047616
35%,0.0,nan,0.0,nan,0.42857142857142855
35%,0.0,nan,0.0,nan,0.5714285714285714
35%,nan,nan,nan,nan,0.47619047619047616
35%,0.0,nan,0.0,nan,0.42857142857142855,nan,nan,nan,nan,0.4761904761904761
40%,0.0,nan,0.0,nan,0.5833333333333334
40%,0.0,nan,0.0,nan,0.5
40%,0.0,nan,0.0,nan,0.375
40%,0.0,nan,0.0,nan,0.5
40%,nan,nan,nan,nan,0.4166666666666667,nan,nan,nan,nan,0.475
45%,nan,nan,nan,nan,0.5555555555555556
45%,0.0,nan,0.0,nan,0.4444444444444444
45%,0.0,nan,0.0,nan,0.48148148148148145
45%,0.0,nan,0.0,nan,0.5185185185185185
45%,nan,nan,nan,nan,0.5185185185185185,nan,nan,nan,nan,0.5037037037037038
50%,0.0,nan,0.0,nan,0.43333333333333335
50%,0.0,nan,0.0,nan,0.4666666666666667
50%,0.0,nan,0.0,nan,0.43333333333333335
50%,0.0,nan,0.0,nan,0.5
50%,0.0,nan,0.0,nan,0.5333333333333333,0.0,nan,0.0,nan,0.47333333333333333
55%,nan,nan,nan,nan,0.5757575757575758
55%,0.0,nan,0.0,nan,0.5454545454545454
55%,0.0,nan,0.0,nan,0.45454545454545453
55%,0.0,nan,0.0,nan,0.45454545454545453
55%,0.0,nan,0.0,nan,0.5151515151515151,nan,nan,nan,nan,0.509090909090909
60%,nan,nan,nan,nan,0.5
60%,0.0,nan,0.0,nan,0.5833333333333334
60%,0.0,nan,0.0,nan,0.4444444444444444
60%,0.0,nan,0.0,nan,0.4444444444444444
60%,nan,nan,nan,nan,0.5277777777777778,nan,nan,nan,nan,0.5
65%,0.0,nan,0.0,nan,0.46153846153846156
65%,0.0,nan,0.0,nan,0.5641025641025641
65%,0.0,nan,0.0,nan,0.48717948717948717
65%,0.0,nan,0.0,nan,0.5384615384615384
65%,nan,nan,nan,nan,0.5897435897435898,nan,nan,nan,nan,0.5282051282051282
70%,0.0,nan,0.0,nan,0.5238095238095238
70%,0.0,nan,0.0,nan,0.5476190476190477
70%,nan,nan,nan,nan,0.5714285714285714
70%,0.0,nan,0.0,nan,0.47619047619047616
70%,0.0,nan,0.0,nan,0.5238095238095238,nan,nan,nan,nan,0.5285714285714286
75%,0.0,nan,0.0,nan,0.4888888888888889
75%,0.0,nan,0.0,nan,0.5333333333333333
75%,0.0,nan,0.0,nan,0.5111111111111111
75%,0.0,nan,0.0,nan,0.5111111111111111
75%,0.0,nan,0.0,nan,0.5555555555555556,0.0,nan,0.0,nan,0.5199999999999999
80%,0.0,nan,0.0,nan,0.5416666666666666
80%,0.0,nan,0.0,nan,0.4791666666666667
80%,0.0,nan,0.0,nan,0.4791666666666667
80%,0.0,nan,0.0,nan,0.5208333333333334
80%,0.0,nan,0.0,nan,0.5208333333333334,0.0,nan,0.0,nan,0.5083333333333334
85%,0.0,nan,0.0,nan,0.5098039215686274
85%,0.0,nan,0.0,nan,0.5098039215686274
85%,0.0,nan,0.0,nan,0.49019607843137253
85%,0.0,nan,0.0,nan,0.5294117647058824
85%,0.0,nan,0.0,nan,0.49019607843137253,0.0,nan,0.0,nan,0.5058823529411764
90%,0.0,nan,0.0,nan,0.5740740740740741
90%,0.0,nan,0.0,nan,0.5555555555555556
90%,0.0,nan,0.0,nan,0.5
90%,0.0,nan,0.0,nan,0.5370370370370371
90%,0.0,nan,0.0,nan,0.5370370370370371,0.0,nan,0.0,nan,0.5407407407407409
95%,0.0,nan,0.0,nan,0.49122807017543857
95%,0.0,nan,0.0,nan,0.543859649122807
95%,0.0,nan,0.0,nan,0.5263157894736842
95%,0.0,nan,0.0,nan,0.5263157894736842
95%,0.0,nan,0.0,nan,0.5263157894736842,0.0,nan,0.0,nan,0.5228070175438596
100%,0.0,nan,0.0,nan,0.5166666666666667
100%,0.0,nan,0.0,nan,0.5166666666666667
100%,0.0,nan,0.0,nan,0.5166666666666667
100%,0.0,nan,0.0,nan,0.5166666666666667
100%,0.0,nan,0.0,nan,0.5166666666666667,0.0,nan,0.0,nan,0.5166666666666667
