size,nc,KMN,NB,SNA,TKNC,TKNP,lsa,dsa,nc_mean,KMN_mean,NB_mean,SNA_mean,TKNC_mean,lsa_mean,dsa_mean
5%,0.7738095238095238,0.0025238095238095237,0.003968253968253968,0.007936507936507936,0.1388888888888889,3,0.6366251089897802,0.6500784288236093
5%,0.7857142857142857,0.0025436507936507937,0.001984126984126984,0.0,0.15873015873015872,3,0.3342384834061198,0.34546319439102136
5%,0.7817460317460317,0.0025396825396825397,0.0,0.0,0.14682539682539683,3,0.35412459012590675,0.33990617753140534
5%,0.7896825396825397,0.002511904761904762,0.0,0.0,0.14682539682539683,3,0.6249962879422232,0.5023838395459851
5%,0.7698412698412699,0.002488095238095238,0.0,0.0,0.14682539682539683,3,0.3387925797871328,0.33415632024421144,0.7801587301587302,0.0025214285714285716,0.0011904761904761904,0.0015873015873015873,0.14761904761904762,0.45775541005023246,0.4343975921072465
10%,0.7976190476190477,0.004726190476190476,0.001984126984126984,0.003968253968253968,0.1746031746031746,6,0.24571628986042535,0.27509406745254017
10%,0.7976190476190477,0.00475,0.00992063492063492,0.01984126984126984,0.15476190476190477,5,0.19363974913380314,0.24096812454859493
10%,0.7896825396825397,0.004738095238095238,0.007936507936507936,0.011904761904761904,0.15476190476190477,5,0.18221212409066445,0.1838532826540654
10%,0.7896825396825397,0.0047777777777777775,0.0,0.0,0.16666666666666666,6,0.2849739569533097,0.3152856268103243
10%,0.7936507936507936,0.004761904761904762,0.0,0.0,0.16666666666666666,6,0.20398014448810067,0.21712000325859762,0.7936507936507936,0.00475079365079365,0.003968253968253968,0.007142857142857143,0.1634920634920635,0.22210445290526065,0.2464642209448245
15%,0.8095238095238095,0.0069563492063492065,0.01984126984126984,0.01984126984126984,0.19444444444444445,9,0.17367672816242916,0.20912089012920293
15%,0.7976190476190477,0.0069563492063492065,0.003968253968253968,0.003968253968253968,0.1626984126984127,8,0.1526116651427356,0.21243683741317515
