size,nc,KMN,NB,SNA,TKNC,TKNP,lsa,dsa,nc_mean,KMN_mean,NB_mean,SNA_mean,TKNC_mean,lsa_mean,dsa_mean
5%,0.7817460317460317,0.13018650793650793,0.43253968253968256,0.47619047619047616,0.36507936507936506,304,0.02861458118364045,0.06386318970037422
5%,0.7658730158730159,0.13225396825396826,0.4305555555555556,0.46825396825396826,0.36507936507936506,308,0.031501315484259676,0.06781800424715656
5%,0.7857142857142857,0.13216666666666665,0.4365079365079365,0.4880952380952381,0.3492063492063492,301,0.026391933026888418,0.05842227746965383
5%,0.7817460317460317,0.13228174603174603,0.44047619047619047,0.48412698412698413,0.373015873015873,313,0.02780333836385293,0.06270263562041835
5%,0.7777777777777778,0.13284920634920636,0.4305555555555556,0.4722222222222222,0.3888888888888889,289,0.023111158493446318,0.05478338156615536,0.7785714285714286,0.13194761904761904,0.4341269841269842,0.47777777777777775,0.3682539682539682,0.02748446531041756,0.06151789772075167
10%,0.7936507936507936,0.21517857142857144,0.4523809523809524,0.5079365079365079,0.4166666666666667,489,0.019226441316326694,0.0496121992963591
10%,0.7777777777777778,0.2150079365079365,0.44246031746031744,0.5,0.42063492063492064,484,0.017986441326458377,0.049303402465841285
10%,0.7896825396825397,0.21586507936507937,0.4523809523809524,0.5119047619047619,0.4007936507936508,500,0.020502028046426528,0.054418303888060585
10%,0.7976190476190477,0.21453571428571427,0.4642857142857143,0.5317460317460317,0.40476190476190477,482,0.02477151502421099,0.06058234311055666
10%,0.7936507936507936,0.21613095238095237,0.45436507936507936,0.5079365079365079,0.4087301587301587,482,0.023071599172974102,0.0597216697017972,0.7904761904761906,0.2153436507936508,0.4531746031746032,0.5119047619047619,0.4103174603174603,0.02111160497727934,0.054727583692522966
15%,0.8015873015873016,0.27854761904761904,0.47023809523809523,0.5396825396825397,0.4126984126984127,658,0.02357276971317736,0.056382812545172044
15%,0.8015873015873016,0.27250793650793653,0.4603174603174603,0.5198412698412699,0.4126984126984127,629,0.02265844243602148,0.059433951585820925
15%,0.7936507936507936,0.2743968253968254,0.4623015873015873,0.5238095238095238,0.4246031746031746,639,0.01931977041390072,0.0533694527405309
15%,0.7936507936507936,0.27824603174603174,0.4642857142857143,0.5238095238095238,0.42857142857142855,647,0.023044293670802768,0.05798309258990322
15%,0.7936507936507936,0.2753174603174603,0.4503968253968254,0.5079365079365079,0.3968253968253968,620,0.02259730136104961,0.060470611802766285,0.7968253968253968,0.27580317460317466,0.46150793650793653,0.523015873015873,0.4150793650793651,0.022238515518990386,0.05752798425283867
20%,0.8015873015873016,0.3234166666666667,0.4583333333333333,0.5158730158730159,0.4523809523809524,752,0.02112928571148467,0.05526282394432232
20%,0.7976190476190477,0.31786507936507935,0.45634920634920634,0.5158730158730159,0.4246031746031746,764,0.02487235952889827,0.06054906033580073
20%,0.7976190476190477,0.3224444444444444,0.46825396825396826,0.5277777777777778,0.43253968253968256,765,0.02419420305425383,0.05799112216532603
20%,0.7976190476190477,0.3188095238095238,0.4642857142857143,0.5317460317460317,0.44047619047619047,758,0.024356036683485027,0.06041157053634575
20%,0.8015873015873016,0.32270238095238096,0.46825396825396826,0.5357142857142857,0.46825396825396826,766,0.019159470697036586,0.05304832784923656,0.7992063492063493,0.3210476190476191,0.4630952380952381,0.5253968253968254,0.4436507936507937,0.022742271135031678,0.05745258096620628
25%,0.8015873015873016,0.36170238095238094,0.4623015873015873,0.5277777777777778,0.4603174603174603,870,0.02035593202913869,0.05218452821987478
25%,0.8055555555555556,0.36120238095238094,0.46825396825396826,0.5396825396825397,0.4523809523809524,891,0.01776564563119895,0.05053936945005076
25%,0.8095238095238095,0.360781746031746,0.4781746031746032,0.5555555555555556,0.4642857142857143,862,0.02203829618816948,0.05736408464465952
25%,0.8095238095238095,0.3569047619047619,0.4801587301587302,0.5595238095238095,0.4523809523809524,847,0.01880699025978209,0.05324157335937946
25%,0.8134920634920635,0.35970238095238094,0.48214285714285715,0.5634920634920635,0.4722222222222222,872,0.024137504355343512,0.05874807461772441,0.807936507936508,0.36005873015873013,0.4742063492063492,0.5492063492063493,0.4603174603174603,0.020620873692726544,0.05441552605833779
30%,0.8055555555555556,0.38861904761904764,0.4722222222222222,0.5436507936507936,0.4801587301587302,965,0.021600874217119908,0.057185027636151915
30%,0.8015873015873016,0.3859246031746032,0.4781746031746032,0.5476190476190477,0.44841269841269843,927,0.018614047287886844,0.051209341761966676
30%,0.8134920634920635,0.38822222222222225,0.4880952380952381,0.5714285714285714,0.4642857142857143,963,0.02132413153879038,0.05350482713432488
30%,0.8174603174603174,0.3871904761904762,0.4801587301587302,0.5515873015873016,0.48412698412698413,934,0.021880672976477188,0.05849940255105115
30%,0.8095238095238095,0.38980952380952383,0.48214285714285715,0.5595238095238095,0.4642857142857143,984,0.024261037098385386,0.05740607564508366,0.8095238095238095,0.3879531746031747,0.4801587301587301,0.5547619047619048,0.46825396825396826,0.021536152623731937,0.05556093494571566
35%,0.8015873015873016,0.40942460317460316,0.48412698412698413,0.5674603174603174,0.46825396825396826,1027,0.019507104177519753,0.0528798527584064
35%,0.8095238095238095,0.4117142857142857,0.48412698412698413,0.5674603174603174,0.44047619047619047,1034,0.0169909342274669,0.048606113685734545
35%,0.8134920634920635,0.41113492063492063,0.49206349206349204,0.5793650793650794,0.46825396825396826,1020,0.01590024767966894,0.04698016302163094
35%,0.8134920634920635,0.40873809523809523,0.4801587301587302,0.5555555555555556,0.45634920634920634,1009,0.019279814779777037,0.05292469486750328
35%,0.8214285714285714,0.40884920634920635,0.4801587301587302,0.5634920634920635,0.4642857142857143,1036,0.018668011373004133,0.05238910967802522,0.8119047619047619,0.4099722222222222,0.4841269841269841,0.5666666666666667,0.4595238095238095,0.018069222447487356,0.05075598680226008
40%,0.8055555555555556,0.42993650793650795,0.48412698412698413,0.5595238095238095,0.48412698412698413,1113,0.024300668697393054,0.05991980340170906
40%,0.8095238095238095,0.4305277777777778,0.4742063492063492,0.5436507936507936,0.4642857142857143,1145,0.018930062808441426,0.052306800606084496
40%,0.8134920634920635,0.42907142857142855,0.49206349206349204,0.5833333333333334,0.4801587301587302,1081,0.019284734153001165,0.053794587335916716
40%,0.8134920634920635,0.4329404761904762,0.48214285714285715,0.5634920634920635,0.47619047619047616,1104,0.01695446679833857,0.04954331917739264
40%,0.8095238095238095,0.4321230158730159,0.48214285714285715,0.5555555555555556,0.4801587301587302,1154,0.016210864191632337,0.04785910694742832,0.8103174603174603,0.4309198412698413,0.4829365079365079,0.5611111111111111,0.47698412698412695,0.01913615932976131,0.052684723493706245
45%,0.8055555555555556,0.44610714285714287,0.4880952380952381,0.5634920634920635,0.47619047619047616,1186,0.018831204917230126,0.05223274852216419
45%,0.8134920634920635,0.4470595238095238,0.49007936507936506,0.5793650793650794,0.44841269841269843,1192,0.022282893174379113,0.05767477315306757
45%,0.8055555555555556,0.44902380952380955,0.47023809523809523,0.5436507936507936,0.4722222222222222,1190,0.020578440025834168,0.05352259655574119
45%,0.8134920634920635,0.44920238095238096,0.49007936507936506,0.5714285714285714,0.48412698412698413,1186,0.018305794119699466,0.050922717023263536
45%,0.8134920634920635,0.44974206349206347,0.4861111111111111,0.5634920634920635,0.49603174603174605,1210,0.0164295234950043,0.048932332043338016,0.8103174603174603,0.4482269841269842,0.48492063492063486,0.5642857142857143,0.4753968253968254,0.019285571146429432,0.052657033459514904
50%,0.8174603174603174,0.4613611111111111,0.4880952380952381,0.5714285714285714,0.4642857142857143,1249,0.016265615950771566,0.04841170177080381
50%,0.8095238095238095,0.46254761904761904,0.49404761904761907,0.5793650793650794,0.4722222222222222,1232,0.018833246139359317,0.05205028220150412
50%,0.8134920634920635,0.46518650793650795,0.4861111111111111,0.5595238095238095,0.49206349206349204,1248,0.014495364291994516,0.04372414875869126
50%,0.8095238095238095,0.4591388888888889,0.4781746031746032,0.5555555555555556,0.48412698412698413,1219,0.018134962024849936,0.051902092442516416
50%,0.8134920634920635,0.461702380952381,0.49206349206349204,0.5714285714285714,0.49206349206349204,1244,0.019040057919506984,0.05354371708425051,0.8126984126984127,0.4619873015873016,0.48769841269841274,0.5674603174603174,0.4809523809523809,0.017353849265296463,0.04992638845155323
55%,0.8015873015873016,0.47301984126984126,0.49206349206349204,0.5793650793650794,0.4880952380952381,1327,0.015246088003657645,0.04708081499196326
55%,0.8095238095238095,0.4766626984126984,0.48412698412698413,0.5634920634920635,0.503968253968254,1318,0.016275094462393485,0.048656649825363565
55%,0.8134920634920635,0.473234126984127,0.4880952380952381,0.5634920634920635,0.48412698412698413,1278,0.019062248268236135,0.05353795945020336
55%,0.8174603174603174,0.47725,0.49603174603174605,0.5833333333333334,0.47619047619047616,1291,0.015567216094528354,0.04724766244015256
55%,0.8134920634920635,0.4745793650793651,0.4880952380952381,0.5674603174603174,0.48412698412698413,1299,0.014914800178222404,0.0459931874629966,0.8111111111111111,0.47494920634920634,0.4896825396825396,0.5714285714285714,0.48730158730158735,0.016213089401407605,0.048503254834135874
60%,0.8174603174603174,0.4864920634920635,0.49404761904761907,0.5793650793650794,0.49206349206349204,1365,0.015405002613767213,0.047559565444931874
60%,0.8055555555555556,0.48517460317460315,0.4801587301587302,0.5555555555555556,0.4880952380952381,1393,0.019413243878084338,0.053268533191165125
60%,0.8055555555555556,0.48853968253968255,0.4861111111111111,0.5674603174603174,0.4880952380952381,1410,0.020412048350535332,0.054285524039712
