size,SPD,EOOD,EOOP,DI,ACC,THEIL,SPD_mean,EOOD_mean,EOOP_mean,DI_mean,ACC_mean,THEIL_mean
5%,0.0,0.0,0.0,1.0,0.7633333333333333,0.052882028327774756
5%,0.0,0.0,0.0,1.0,0.79,0.04997618240389332
5%,0.0,0.0,0.0,1.0,0.79,0.04997618240389331
5%,0.0,0.0,0.0,1.0,0.7933333333333333,0.0495698937404664
5%,0.0,0.0,0.0,1.0,0.7666666666666667,0.05255137517574798,0.0,0.0,0.0,1.0,0.7806666666666666,0.050991132410355154
10%,0.0,0.0,0.0,1.0,0.7833333333333333,0.050759459355334
10%,0.0,0.0,0.0,1.0,0.7633333333333333,0.052882028327774756
10%,0.0,0.0,0.0,1.0,0.795,0.04936304221055802
10%,0.0,0.0,0.0,1.0,0.8016666666666666,0.04851061873747389
10%,0.0,0.0,0.0,1.0,0.775,0.051684650902881324,0.0,0.0,0.0,1.0,0.7836666666666667,0.0506399599068044
15%,0.0,0.0,0.0,1.0,0.7744444444444445,0.051744234829954036
15%,0.0,0.0,0.0,1.0,0.7844444444444445,0.05063160123567389
15%,0.0,0.0,0.0,1.0,0.8066666666666666,0.04784466407939369
15%,0.0,0.0,0.0,1.0,0.8,0.048727503392693834
15%,0.0,0.0,0.0,1.0,0.7855555555555556,0.050502672856957025,0.0,0.0,0.0,1.0,0.7902222222222223,0.049890135278934496
20%,0.0,0.0,0.0,1.0,0.7841666666666667,0.0506636659579337
20%,0.0,0.0,0.0,1.0,0.7841666666666667,0.05066366595793371
20%,0.0,0.0,0.0,1.0,0.7841666666666667,0.0506636659579337
20%,0.0,0.0,0.0,1.0,0.7891666666666667,0.050076219255590027
20%,0.0,0.0,0.0,1.0,0.7841666666666667,0.0506636659579337,0.0,0.0,0.0,1.0,0.7851666666666667,0.050546176617464966
25%,0.0,0.0,0.0,1.0,0.7786666666666666,0.05128485926441564
25%,0.0,0.0,0.0,1.0,0.7946666666666666,0.04940461119621411
25%,0.0,0.0,0.0,1.0,0.7986666666666666,0.04889919035276561
25%,0.0,0.0,0.0,1.0,0.7773333333333333,0.051431555764645615
25%,0.0,0.0,0.0,1.0,0.7853333333333333,0.05052854433110304,0.0,0.0,0.0,1.0,0.7869333333333334,0.0503097521818288
30%,0.0,0.0,0.0,1.0,0.7861111111111111,0.05043780616287582
30%,0.0,0.0,0.0,1.0,0.7877777777777778,0.05024159048289805
30%,0.0,0.0,0.0,1.0,0.7894444444444444,0.05004294159885526
30%,0.0,0.0,0.0,1.0,0.7877777777777778,0.05024159048289805
30%,0.0,0.0,0.0,1.0,0.7911111111111111,0.0498418468372274,0.0,0.0,0.0,1.0,0.7884444444444444,0.05016115511295092
35%,0.0,0.0,0.0,1.0,0.780952380952381,0.051029854251636364
35%,0.0,0.0,0.0,1.0,0.7947619047619048,0.049392744494984875
35%,0.0,0.0,0.0,1.0,0.8038095238095239,0.048228031147865724
35%,0.0,0.0,0.0,1.0,0.8061904761904762,0.047909083581061156
35%,0.0,0.0,0.0,1.0,0.7771428571428571,0.0514523891992128,0.0,0.0,0.0,1.0,0.7925714285714286,0.04960242053495219
40%,0.0,0.0,0.0,1.0,0.7929166666666667,0.04962121928349218
40%,0.0,0.0,0.0,1.0,0.7883333333333333,0.05017564516849515
40%,0.0,0.0,0.0,1.0,0.7945833333333333,0.04941498790055386
40%,0.0,0.0,0.0,1.0,0.7925,0.04967239029381693
40%,0.0,0.0,0.0,1.0,0.7870833333333334,0.05032364199345886,0.0,0.0,0.0,1.0,0.7910833333333334,0.04984157692796339
45%,0.0,0.0,0.0,1.0,0.7874074074074074,0.050285403799525036
45%,0.0,0.0,0.0,1.0,0.7951851851851852,0.04933990532211223
45%,0.0,0.0,0.0,1.0,0.7933333333333333,0.0495698937404664
45%,0.0,0.0,0.0,1.0,0.7933333333333333,0.049569893740466386
45%,0.0,0.0,0.0,1.0,0.7959259259259259,0.049247050168078225,0.0,0.0,0.0,1.0,0.7930370370370371,0.04960242935412966
50%,0.0,0.0,0.0,1.0,0.7883333333333333,0.05017564516849516
50%,0.0,0.0,0.0,1.0,0.7913333333333333,0.049814848718531424
50%,0.0,0.0,0.0,1.0,0.7873333333333333,0.05029415205609631
50%,0.0,0.0,0.0,1.0,0.789,0.050096153262485635
50%,0.0,0.0,0.0,1.0,0.7836666666666666,0.05072121407672303,0.0,0.0,0.0,1.0,0.7879333333333334,0.05022040265646631
55%,0.0,0.0,0.0,1.0,0.7942424242424242,0.049457373368534056
55%,0.0,0.0,0.0,1.0,0.7836363636363637,0.05072469488941968
55%,0.0,0.0,0.0,1.0,0.7848484848484848,0.0505848422150845
55%,0.0,0.0,0.0,1.0,0.7857575757575758,0.05047911605769886
55%,0.0,0.0,0.0,1.0,0.7984848484848485,0.04892247723044732,0.0,0.0,0.0,1.0,0.7893939393939393,0.05003370075223688
